DATE,PP,TG,SS,RR,TX,SD,QQ,CC,TN,HU,tmax,tmin,rain,sun
1984-05-01,1006.5,12.5,9.4,0.0,17.1,0.0,24.4,0.2,6.5,6.8,10.3,5.1,37.6,138.37744874715264
1984-05-01,1006.5,12.5,9.4,0.0,17.1,0.0,24.4,0.2,6.5,6.8,11.2,4.2,11.8,177.4
1984-05-01,1006.5,12.5,9.4,0.0,17.1,0.0,24.4,0.2,6.5,6.8,15.2,5.9,62.6,178.8
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,15.9,9.8,24.9,199.7
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,18.8,10.2,47.4,132.3
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,17.9,9.9,38.6,167.4
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,16.8,7.7,46.6,165.1
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,16.4,10.4,6.6,211.9
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,19.5,10.0,48.9,210.0
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,20.9,10.6,35.9,246.2
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,16.3,8.1,88.7,148.3
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,15.9,9.6,76.1,142.8
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,17.7,9.2,36.8,159.5
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,18.2,11.3,34.5,279.2
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,17.0,7.4,55.3,167.9
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,21.3,11.3,36.1,237.0
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,20.6,9.2,27.0,295.0
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,12.4,7.9,51.8,123.5
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,17.7,9.2,35.5,199.4
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,17.5,9.7,24.4,170.0
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,18.7,10.2,34.8,236.9
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,16.7,9.5,28.3,147.6
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,20.8,10.8,30.0,244.3
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,18.3,10.8,36.5,144.6
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,18.2,10.2,29.6,162.1
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,19.0,8.7,47.4,169.1
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,19.1,10.5,40.9,219.3
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,21.4,11.6,19.8,272.8
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,14.0,8.8,44.3,122.3
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,14.7,9.7,50.1,125.1
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,17.6,10.2,41.2,188.2
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,18.5,10.2,27.4,205.9
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,15.8,9.8,50.7,138.24441913439637
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,14.3,8.3,50.9,106.0
1984-06-01,1005.5,12.2,3.1,1.7,16.7,0.0,16.8,0.6,9.4,8.2,21.0,9.9,22.6,271.7
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,18.9,11.9,38.4,285.2
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,21.0,11.0,49.9,173.0
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,21.2,11.4,15.2,162.87142857142857
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,20.1,8.8,29.7,208.0
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,19.9,12.5,54.4,279.7
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,22.3,11.2,15.0,213.6
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,23.1,12.5,14.7,263.3
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,19.5,9.2,46.2,239.3
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,18.7,10.8,76.3,213.1
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,21.2,10.4,21.4,202.8
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,19.9,13.6,40.6,256.5
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,20.4,8.6,28.8,211.0
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,24.2,12.9,19.2,232.5
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,22.7,10.1,13.7,276.1
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,14.0,9.7,35.5,72.6
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,20.4,11.1,21.3,217.6
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,19.6,12.1,33.0,168.1
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,21.5,12.9,10.6,201.5
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,19.8,11.0,25.6,165.4
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,23.9,12.2,13.6,249.4
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,22.1,12.2,12.4,219.2
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,21.8,12.1,12.8,253.5
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,22.6,9.5,21.1,278.1
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,22.4,12.0,13.3,258.2
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,22.8,12.8,29.5,262.6
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,16.3,10.9,75.0,74.7
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,16.5,11.4,37.7,158.9
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,20.1,12.0,31.0,299.6
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,21.8,11.2,16.7,226.7
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,18.4,11.3,38.0,138.1113895216401
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,16.3,10.3,34.9,91.5
1984-07-01,1019.1,16.2,5.3,0.0,18.1,0.0,20.8,0.4,10.4,6.2,23.3,11.1,23.1,268.5
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,19.9,13.2,40.5,185.6
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,21.1,11.7,87.2,141.5
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,21.5,12.3,49.6,158.34285714285716
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,20.0,8.2,15.7,169.1
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,20.3,13.7,46.7,213.6
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,23.6,12.4,60.9,199.1
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,23.3,13.8,47.5,197.0
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,20.2,10.9,88.1,170.9
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,19.5,11.2,75.1,206.1
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,20.9,10.8,55.7,165.1
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,20.8,14.8,25.5,190.2
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,20.1,8.7,42.4,173.8
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,24.4,14.2,27.8,201.1
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,23.2,11.6,14.9,200.8
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,15.4,10.0,34.3,179.3
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,20.1,10.9,11.3,186.9
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,20.4,13.8,36.8,222.0
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,22.3,13.8,31.7,218.6
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,19.1,10.5,16.6,155.1
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,23.6,13.6,32.7,199.8
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,21.5,12.6,29.0,165.3
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,22.9,13.1,42.6,209.8
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,22.8,11.5,59.0,194.5
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,22.5,12.6,81.9,183.0
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,23.1,14.1,22.7,207.7
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,17.4,10.9,32.3,160.9
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,17.8,12.0,57.5,183.0
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,21.5,13.5,68.9,247.1
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,22.2,12.4,90.2,220.4
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,18.5,12.0,53.8,137.97835990888385
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,17.4,10.1,16.9,173.3
1984-08-01,1021.1,18.4,11.9,1.9,22.2,0.0,28.2,0.4,11.5,5.8,23.1,12.7,30.2,179.3
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,15.5,11.3,154.2,127.3
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,15.9,8.8,78.8,96.5
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,15.7,9.8,131.6,153.81428571428572
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,13.1,6.1,104.5,76.3
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,16.9,12.0,117.6,158.5
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,17.5,10.5,113.3,103.5
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,18.3,11.0,149.1,139.8
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,14.6,8.6,241.0,93.2
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,14.7,9.1,211.4,85.6
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,16.0,9.3,96.3,98.8
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,17.7,12.5,84.8,126.4
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,13.9,7.1,109.5,81.0
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,18.6,11.0,73.4,98.1
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,18.7,10.0,55.5,118.8
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,12.2,8.3,147.2,68.9
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,15.4,8.5,78.1,108.1
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,17.3,11.1,90.4,105.3
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,17.7,11.0,61.8,106.9
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,14.0,7.7,101.5,66.7
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,14.9,8.9,116.8,44.38907435508346
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,17.9,11.2,91.1,99.6
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,15.4,9.4,129.7,85.0
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,16.4,10.4,139.6,99.2
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,17.4,9.6,92.4,124.7
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,16.7,10.4,117.6,86.1
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,18.6,11.3,62.5,124.4
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,13.2,8.3,118.7,75.7
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,14.4,9.6,149.5,108.8
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,16.4,11.3,142.8,124.1
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,16.6,10.4,81.2,106.5
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,15.5,10.6,78.1,137.84533029612757
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,13.2,7.7,99.0,90.0
1984-09-01,1017.2,20.2,4.7,0.0,25.3,0.0,14.5,0.4,15.9,6.9,18.4,10.4,55.1,128.5
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,13.6,8.4,95.1,109.8
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,13.3,6.1,79.7,87.7
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,13.9,7.4,105.6,149.28571428571428
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,11.2,3.5,109.2,64.6
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,14.3,9.7,109.1,101.3
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,15.6,7.6,48.9,113.5
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,15.3,8.9,147.7,83.8
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,12.9,6.3,224.3,87.6
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,12.7,7.6,247.0,86.43888888888888
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,14.1,6.8,39.8,128.4
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,15.4,10.2,103.3,116.0
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,11.9,5.1,232.3,64.1
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,15.8,8.5,82.8,91.2
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,15.3,7.2,91.3,86.5
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,11.0,6.1,173.1,94.4
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,13.5,5.4,76.9,99.5
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,14.9,8.7,39.5,97.2
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,15.2,8.3,65.1,117.4
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,12.8,5.5,102.0,84.0
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,13.0,6.9,90.4,44.388619119878605
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,15.0,8.6,54.4,88.6
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,12.8,7.2,201.6,77.9
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,14.2,7.9,96.8,93.7
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,14.8,6.4,54.0,112.0
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,14.3,7.7,82.7,75.6
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,15.4,9.1,95.7,85.2
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,11.7,6.0,167.1,88.6
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,12.4,7.8,238.2,78.2
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,14.2,9.8,110.7,103.2
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,14.6,7.2,35.5,120.5
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,14.1,7.3,44.9,137.71230068337132
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,12.0,5.3,176.1,114.8
1984-10-01,1000.7,10.6,6.9,0.0,15.7,0.0,12.7,0.5,4.8,7.7,15.4,8.0,41.0,85.9
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,10.2,6.0,145.0,53.2
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,8.7,2.9,90.8,48.4
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,9.4,5.6,156.4,144.75714285714284
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,6.9,2.2,243.8,16.1
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,11.5,6.7,189.8,63.7
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,11.2,5.9,87.6,49.0
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,11.6,5.8,218.2,42.1
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,8.7,3.8,253.5,34.1
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,9.8,4.8,211.7,87.27777777777777
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,9.5,5.2,134.3,57.1
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,12.9,8.3,138.6,69.7
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,7.9,4.0,242.1,24.4
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,12.2,6.4,69.8,75.4
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,12.1,4.4,146.9,61.2
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,8.1,4.8,110.4,21.5
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,9.3,4.6,160.9,43.8
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,11.4,7.1,65.4,48.7
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,12.4,6.9,64.6,77.0
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,9.3,4.2,84.1,33.9
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,9.0,5.0,185.2,44.388163884673745
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,11.3,6.0,101.6,53.8
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,9.3,4.9,191.5,35.7
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,10.2,5.5,121.1,48.6
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,10.2,4.5,135.2,50.1
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,9.8,5.7,124.9,33.7
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,12.1,6.3,132.4,64.2
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,9.4,4.6,139.7,40.2
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,9.9,4.9,144.0,58.6
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,10.9,6.7,145.4,56.7
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,10.0,5.1,94.6,50.6
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,10.1,6.4,110.9,137.57927107061505
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,9.3,5.1,137.3,36.5
1984-11-01,1013.8,14.4,7.3,0.0,17.3,0.0,8.5,0.4,10.5,8.4,11.6,4.7,110.9,63.1
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,8.6,3.8,133.6,45.8
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,8.0,2.4,81.6,28.4
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,7.1,2.3,45.7,140.22857142857143
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,5.5,-0.1,76.8,20.9
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,10.0,5.3,112.0,72.2
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,8.2,2.6,35.1,67.5
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,9.6,2.6,115.0,48.9
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,7.3,1.9,177.8,30.2
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,8.7,3.7,201.0,88.11666666666666
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,7.1,1.6,23.9,41.8
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,10.0,5.2,137.7,55.9
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,6.1,0.9,159.2,24.8
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,8.7,2.8,56.7,49.3
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,9.7,0.9,99.8,62.0
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,7.7,3.9,122.7,5.2
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,7.5,2.0,52.9,51.4
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,8.1,3.0,56.2,54.8
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,8.7,2.9,52.8,64.4
1984-12-01,998.2,11.2,0.7,0.4,9.1,0.0,2.1,0.6,8.8,8.7,8.2,1.6,42.8,51.2
