DATE,PP,TG,SS,RR,TX,SD,QQ,CC,TN,HU,tmax,tmin,rain,sun
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,4.1,-2.0,4.9,78.4
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,3.1,-0.7,72.9,52.8
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,4.0,-0.3,44.1,46.6
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,4.1,-2.8,17.9,105.0
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,3.3,-2.1,27.6,79.3
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,3.8,-0.9,56.2,67.3
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,4.3,-1.2,14.9,72.6
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,3.9,-0.7,23.6,67.1
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,3.4,-2.1,35.6,66.3
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,2.6,-1.2,78.6,50.5
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,5.5,-0.2,61.7,57.7
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,4.9,0.4,33.4,88.1
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,5.4,0.8,40.0,90.8
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,5.3,0.8,42.5,75.1
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,2.7,-1.4,56.0,57.7
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,3.6,-0.5,30.7,146.49225512528474
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,3.7,-1.0,23.9,92.6
1979-02-01,994.9,5.2,0.0,10.1,4.0,0.0,1.9,0.8,1.2,9.6,5.4,-1.1,50.1,46.652044609665424
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,6.9,2.2,83.3,80.9
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,7.6,0.7,72.3,103.5
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,6.4,1.3,134.7,77.0
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,3.6,-2.0,108.9,95.6
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,8.8,3.6,143.8,105.0
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,8.4,1.8,84.2,94.1
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,8.4,2.6,112.9,83.2
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,5.6,-0.5,240.9,53.3
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,6.5,1.1,192.9,102.44482758620688
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,6.4,0.9,166.0,90.6
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,8.3,3.5,96.0,132.3
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,4.8,-0.8,223.9,70.2
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,9.2,2.0,94.9,99.6
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,8.7,1.8,93.9,110.7
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,4.7,0.2,175.4,91.3
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,7.0,0.2,49.2,128.9
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,7.8,1.8,52.3,99.6
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,8.5,2.1,79.3,125.1
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,5.8,-0.2,68.5,105.6
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,5.8,0.8,107.4,61.1
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,8.4,2.1,110.3,92.9
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,6.9,0.9,157.3,96.5
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,7.4,1.9,70.0,72.6
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,7.6,0.9,84.5,70.6
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,6.9,1.7,148.0,88.9
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,8.8,2.8,92.7,111.4
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,5.9,0.2,139.8,117.4
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,6.8,1.5,109.2,171.3
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,7.6,2.9,100.6,109.0
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,7.6,1.2,68.8,87.7
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,7.0,1.5,83.2,146.3592255125285
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,5.9,0.1,71.6,107.7
1979-03-01,1011.0,3.5,6.4,0.2,11.9,0.0,11.5,0.4,-2.7,7.6,9.0,1.9,104.0,46.61078066914498
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,9.7,4.3,68.2,160.7
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,10.8,3.4,73.7,121.7
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,10.1,3.4,89.4,98.4
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,7.7,1.6,78.0,93.8
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,10.6,5.5,65.9,161.1
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,12.1,4.2,33.2,113.8
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,12.3,4.7,60.2,152.6
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,9.4,1.9,89.3,113.5
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,9.6,3.8,78.2,101.95
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,10.0,3.4,44.7,92.5
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,11.4,5.8,54.2,149.7
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,9.1,1.4,101.4,111.7
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,12.7,4.8,77.6,106.3
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,12.2,4.3,56.1,142.7
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,7.2,2.9,128.0,105.1
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,9.9,2.9,52.4,127.5
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,10.1,4.1,49.3,126.9
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,11.7,4.3,53.9,130.4
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,9.4,2.9,51.6,108.5
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,9.5,3.0,63.7,89.3
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,12.3,4.8,38.9,126.4
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,10.7,3.8,64.8,123.6
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,11.1,4.4,47.8,99.3
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,11.4,3.5,60.4,125.5
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,11.0,4.4,83.1,106.0
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,12.6,5.1,50.3,149.8
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,8.8,3.7,51.8,125.8
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,9.1,4.1,61.3,145.6
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,10.3,4.9,47.0,171.1
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,11.4,3.9,42.8,124.3
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,9.3,3.8,37.6,146.22619589977222
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,8.6,3.1,87.0,99.3
1979-04-01,1008.9,8.0,2.7,2.8,8.3,0.0,11.2,0.6,4.5,7.9,12.6,4.1,60.2,46.569516728624535
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,11.6,5.4,98.3,191.5
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,13.1,4.5,99.4,153.9
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,13.2,5.2,103.3,145.1
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,11.4,2.6,82.9,142.2
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,12.4,5.8,82.3,227.0
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,15.9,6.6,94.6,201.1
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,13.9,5.9,109.8,184.6
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,10.9,2.9,247.0,134.3
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,11.7,4.7,93.6,101.4551724137931
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,12.8,4.6,96.5,150.3
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,14.0,8.0,79.5,253.2
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,11.0,2.6,88.3,134.1
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,15.9,7.2,87.0,200.6
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,14.2,5.2,113.7,227.8
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,8.3,3.5,117.2,117.7
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,12.6,4.5,81.5,182.6
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,14.5,6.8,75.8,215.1
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,15.4,6.4,55.0,248.8
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,12.1,4.4,50.9,171.8
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,12.4,4.4,109.3,154.1
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,15.2,6.8,124.8,190.9
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,13.4,5.3,43.0,183.5
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,13.4,5.9,107.4,186.7
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,13.8,4.8,94.1,162.9
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,14.4,6.0,115.5,158.8
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,14.8,6.8,117.8,223.8
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,9.8,4.2,56.6,177.1
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,10.1,5.0,71.1,205.6
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,11.3,6.5,85.1,190.2
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,14.6,5.9,102.1,189.4
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,12.2,5.3,106.0,146.09316628701595
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,10.5,3.6,67.8,167.8
1979-05-01,1002.8,5.6,0.3,14.2,8.0,0.0,8.6,0.8,3.8,8.6,14.0,5.1,171.3,46.52825278810408
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,15.5,9.6,24.0,167.9
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,17.7,9.2,52.7,134.4
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,18.0,9.5,44.7,165.1
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,17.6,7.6,52.2,168.4
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,16.0,10.4,43.2,192.5
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,18.9,9.8,13.3,177.8
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,18.2,9.8,25.9,168.9
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,15.4,7.1,71.5,133.5
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,16.6,8.9,78.4,100.9603448275862
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,17.8,9.1,49.3,166.2
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,17.1,11.6,35.6,175.7
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,16.6,7.4,71.5,178.0
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,19.0,11.1,37.6,140.3
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,18.1,9.6,35.4,171.4
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,12.0,7.6,89.0,122.7
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,17.0,8.6,33.2,196.7
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,17.5,10.3,34.3,211.2
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,18.0,10.2,47.3,177.6
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,16.3,9.2,36.3,178.9
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,18.1,9.4,47.7,155.8
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,19.0,10.7,43.6,166.6
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,17.9,10.4,77.1,175.1
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,18.2,10.4,32.1,164.1
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,18.2,9.1,74.5,168.5
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,19.1,10.4,34.9,190.0
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,18.4,10.7,44.1,148.6
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,13.9,8.5,62.2,157.3
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,14.7,9.2,41.9,176.9
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,16.3,10.5,13.1,215.5
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,18.5,9.7,16.5,193.5
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,15.8,8.9,35.3,145.9601366742597
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,13.7,8.1,59.7,170.2
1979-06-01,1027.5,13.6,6.8,1.9,21.2,0.0,23.0,0.6,8.4,7.3,18.5,9.6,48.3,46.48698884758364
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,17.6,11.9,13.2,211.7
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,19.1,11.3,34.7,107.2
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,18.9,11.2,20.7,148.8
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,17.8,8.4,82.6,153.7
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,18.2,12.1,27.9,198.9
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,21.8,11.8,11.9,178.2
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,21.1,12.4,37.3,224.8
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,17.3,9.0,49.5,145.7
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,15.8,10.4,122.4,100.4655172413793
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,19.6,11.0,25.3,160.4
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,20.0,13.7,29.5,239.9
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,16.6,8.7,63.4,120.7
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,22.5,13.4,21.7,182.5
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,22.1,11.5,32.4,220.6
1979-07-01,1025.1,13.8,3.6,0.0,18.7,0.0,17.9,0.5,9.0,6.7,12.6,8.4,74.3,96.2
